tokens,down_kernel,up_kernel,dispatch,us_per_mixer,us_per_graph,gflops,gbps
128,down_m2,up_m8,combine,21.312,2.1,0.0,553.5
128,down_m2,up_m8,block,350.355,34.0,,
128,down_m4,up_m1,norm,17.492,1.7,0.0,449.6
128,down_m4,up_m1,down,312.047,30.3,2822.7,30.5
128,down_m4,up_m1,up,69.263,6.7,12111.2,132.5
128,down_m4,up_m1,combine,21.248,2.1,0.0,555.2
128,down_m4,up_m1,block,420.050,40.7,,
128,down_m4,up_m2,norm,17.071,1.7,0.0,460.7
128,down_m4,up_m2,down,300.173,29.1,2934.3,31.7
128,down_m4,up_m2,up,47.954,4.7,17493.0,191.3
128,down_m4,up_m2,combine,21.219,2.1,0.0,555.9
128,down_m4,up_m2,block,386.417,37.5,,
128,down_m4,up_m4,norm,17.524,1.7,0.0,448.8
128,down_m4,up_m4,down,301.487,29.2,2921.5,31.5
128,down_m4,up_m4,up,46.929,4.6,17875.1,195.5
128,down_m4,up_m4,combine,21.256,2.1,0.0,555.0
128,down_m4,up_m4,block,387.196,37.6,,
128,down_m4,up_m8,norm,17.489,1.7,0.0,449.7
128,down_m4,up_m8,down,315.010,30.6,2796.1,30.2
128,down_m4,up_m8,up,59.476,5.8,14104.2,154.3
128,down_m4,up_m8,combine,21.281,2.1,0.0,554.3
128,down_m4,up_m8,block,413.256,40.1,,
128,down_m8,up_m1,norm,17.478,1.7,0.0,450.0
128,down_m8,up_m1,down,388.945,37.7,2264.6,24.4
128,down_m8,up_m1,up,81.113,7.9,10341.9,113.1
128,down_m8,up_m1,combine,20.469,2.0,0.0,576.3
128,down_m8,up_m1,block,508.005,49.3,,
128,down_m8,up_m2,norm,14.627,1.4,0.0,537.7
128,down_m8,up_m2,down,380.213,36.9,2316.6,25.0
128,down_m8,up_m2,up,47.169,4.6,17784.2,194.5
128,down_m8,up_m2,combine,21.194,2.1,0.0,556.6
128,down_m8,up_m2,block,463.203,44.9,,
128,down_m8,up_m4,norm,17.544,1.7,0.0,448.3
128,down_m8,up_m4,down,380.462,36.9,2315.1,25.0
128,down_m8,up_m4,up,46.946,4.6,17868.6,195.4
128,down_m8,up_m4,combine,21.224,2.1,0.0,555.8
128,down_m8,up_m4,block,466.176,45.2,,
128,down_m8,up_m8,norm,17.489,1.7,0.0,449.7
128,down_m8,up_m8,down,389.682,37.8,2260.3,24.4
128,down_m8,up_m8,up,73.237,7.1,11454.1,125.3
128,down_m8,up_m8,combine,31.678,3.1,0.0,372.4
128,down_m8,up_m8,block,512.086,49.7,,
256,down_m1,up_m1,norm,32.566,3.2,0.0,483.0
256,down_m1,up_m1,down,237.076,23.0,7430.6,51.1
256,down_m1,up_m1,up,122.536,11.9,13691.7,96.3
256,down_m1,up_m1,combine,34.596,3.4,0.0,682.0
256,down_m1,up_m1,block,426.774,41.4,,
256,down_m1,up_m2,norm,29.231,2.8,0.0,538.1
256,down_m1,up_m2,down,237.358,23.0,7421.7,51.1
256,down_m1,up_m2,up,83.259,8.1,20150.6,141.7
256,down_m1,up_m2,combine,34.531,3.3,0.0,683.2
256,down_m1,up_m2,block,384.379,37.3,,
256,down_m1,up_m4,norm,29.272,2.8,0.0,537.3
256,down_m1,up_m4,down,237.158,23.0,7428.0,51.1
256,down_m1,up_m4,up,83.380,8.1,20121.4,141.5
256,down_m1,up_m4,combine,39.971,3.9,0.0,590.3
256,down_m1,up_m4,block,389.781,37.8,,
