op,variant,weight_format,block_size,size,ns_per_iter,gflops,gbps,sclk_mhz,sclk_mhz_min,sclk_mhz_max,power_w,detail
prefill,wmma_reg32_bt_hkab4_padab128,fp16,0,40,21493.035,6098.3477,0.0000,2813.5,2813.0,2814.0,136.12,shape=qwen3.8-flash-next/moe.gate_up;M=40;N=640;K=2560;pad=64x640;useful=62%;exec_gflops=9757;wave=64
prefill,wmma_reg32_bt_hkab4_w32_padab128,fp16,0,40,17245.965,7600.1546,0.0000,2813.0,2813.0,2813.0,136.00,shape=qwen3.8-flash-next/moe.gate_up;M=40;N=640;K=2560;pad=64x640;useful=62%;exec_gflops=12160;wave=32
prefill,wmma_wg128x256_pada128,fp16,0,40,169753.930,772.1294,0.0000,2814.9,2813.0,2816.0,134.95,shape=qwen3.8-flash-next/moe.gate_up;M=40;N=640;K=2560;pad=128x768;useful=26%;exec_gflops=2965;wave=64
prefill,wmma_reg64_bt_hka4_padab128,fp16,0,40,18308.585,7159.0459,0.0000,2814.0,2814.0,2814.0,134.11,shape=qwen3.8-flash-next/moe.down;M=40;N=2560;K=640;pad=64x2560;useful=62%;exec_gflops=11454;wave=64
prefill,wmma_reg64_bt_hkab2_padab128,fp16,0,40,17108.505,7661.2188,0.0000,2813.0,2813.0,2813.0,134.70,shape=qwen3.8-flash-next/moe.down;M=40;N=2560;K=640;pad=64x2560;useful=62%;exec_gflops=12258;wave=64
prefill,wmma_reg32_bt_hkab4_padab128,fp16,0,40,14601.340,8976.7104,0.0000,2814.0,2814.0,2814.0,135.05,shape=qwen3.8-flash-next/moe.down;M=40;N=2560;K=640;pad=64x2560;useful=62%;exec_gflops=14363;wave=64
prefill,wmma_reg32_bt_hkab4_w32_padab128,fp16,0,40,10202.985,12846.4366,0.0000,2813.0,2813.0,2813.0,134.93,shape=qwen3.8-flash-next/moe.down;M=40;N=2560;K=640;pad=64x2560;useful=62%;exec_gflops=20554;wave=32
prefill,wmma_wg128x256_pada128,fp16,0,40,49243.360,2661.7193,0.0000,2814.5,2814.0,2815.0,134.64,shape=qwen3.8-flash-next/moe.down;M=40;N=2560;K=640;pad=128x2560;useful=31%;exec_gflops=8518;wave=64
prefill,wmma_reg64_bt_hka4_padab128,fp16,0,2048,181561.365,36962.0839,0.0000,2811.2,2806.0,2814.0,136.77,shape=qwen3.8-flash-next/moe.shared;M=2048;N=640;K=2560;pad=2048x640;useful=100%;exec_gflops=36962;wave=64
prefill,wmma_reg64_bt_hkab2_padab128,fp16,0,2048,174352.470,38490.3432,0.0000,2806.7,2800.0,2814.0,137.21,shape=qwen3.8-flash-next/moe.shared;M=2048;N=640;K=2560;pad=2048x640;useful=100%;exec_gflops=38490;wave=64
prefill,wmma_reg32_bt_hkab4_padab128,fp16,0,2048,467870.555,14343.4681,0.0000,2817.6,2814.0,2821.0,137.01,shape=qwen3.8-flash-next/moe.shared;M=2048;N=640;K=2560;pad=2048x640;useful=100%;exec_gflops=14343;wave=64
prefill,wmma_reg32_bt_hkab4_w32_padab128,fp16,0,2048,217629.895,30836.2341,0.0000,2813.9,2813.0,2815.0,137.07,shape=qwen3.8-flash-next/moe.shared;M=2048;N=640;K=2560;pad=2048x640;useful=100%;exec_gflops=30836;wave=32
prefill,wmma_wg128x256_pada128,fp16,0,2048,341740.510,19637.3746,0.0000,2816.6,2814.0,2819.0,136.99,shape=qwen3.8-flash-next/moe.shared;M=2048;N=640;K=2560;pad=2048x768;useful=83%;exec_gflops=23565;wave=64
prefill,wmma_reg64_bt_hka4_padab128,fp16,0,2048,229300.270,29266.8055,0.0000,2813.8,2813.0,2815.0,136.78,shape=qwen3.8-flash-next/moe.shared_down;M=2048;N=2560;K=640;pad=2048x2560;useful=100%;exec_gflops=29267;wave=64
prefill,wmma_reg64_bt_hkab2_padab128,fp16,0,2048,360137.465,18634.2357,0.0000,2817.1,2814.0,2820.0,137.34,shape=qwen3.8-flash-next/moe.shared_down;M=2048;N=2560;K=640;pad=2048x2560;useful=100%;exec_gflops=18634;wave=64
prefill,wmma_reg32_bt_hkab4_padab128,fp16,0,2048,399313.500,16806.0594,0.0000,2816.7,2814.0,2820.0,137.36,shape=qwen3.8-flash-next/moe.shared_down;M=2048;N=2560;K=640;pad=2048x2560;useful=100%;exec_gflops=16806;wave=64
prefill,wmma_reg32_bt_hkab4_w32_padab128,fp16,0,2048,263622.285,25456.4458,0.0000,2809.9,2802.0,2815.0,137.86,shape=qwen3.8-flash-next/moe.shared_down;M=2048;N=2560;K=640;pad=2048x2560;useful=100%;exec_gflops=25456;wave=32
prefill,wmma_wg128x256_pada128,fp16,0,2048,280175.535,23952.4354,0.0000,2815.1,2813.0,2818.0,138.21,shape=qwen3.8-flash-next/moe.shared_down;M=2048;N=2560;K=640;pad=2048x2560;useful=100%;exec_gflops=23952;wave=64
prefill,wmma_reg64_bt_hka4_padab128,fp16,0,384,40489.125,19889.4485,0.0000,2813.2,2813.0,2814.0,137.82,shape=parakeet-tdt-0.6b/enc.qkv+parakeet-tdt-0.6b/enc.o+parakeet-tdt-0.6b/enc.conv.pw2;M=384;N=1024;K=1024;pad=384x1024;useful=100%;exec_gflops=19889;wave=64
prefill,wmma_reg64_bt_hkab2_padab128,fp16,0,384,38423.200,20958.8574,0.0000,2813.0,2813.0,2813.0,136.75,shape=parakeet-tdt-0.6b/enc.qkv+parakeet-tdt-0.6b/enc.o+parakeet-tdt-0.6b/enc.conv.pw2;M=384;N=1024;K=1024;pad=384x1024;useful=100%;exec_gflops=20959;wave=64
prefill,wmma_reg32_bt_hkab4_padab128,fp16,0,384,44410.980,18133.0466,0.0000,2814.3,2814.0,2815.0,136.76,shape=parakeet-tdt-0.6b/enc.qkv+parakeet-tdt-0.6b/enc.o+parakeet-tdt-0.6b/enc.conv.pw2;M=384;N=1024;K=1024;pad=384x1024;useful=100%;exec_gflops=18133;wave=64
prefill,wmma_reg32_bt_hkab4_w32_padab128,fp16,0,384,24942.190,32286.9150,0.0000,2813.7,2813.0,2814.0,136.47,shape=parakeet-tdt-0.6b/enc.qkv+parakeet-tdt-0.6b/enc.o+parakeet-tdt-0.6b/enc.conv.pw2;M=384;N=1024;K=1024;pad=384x1024;useful=100%;exec_gflops=32287;wave=32
prefill,wmma_wg128x256_pada128,fp16,0,384,73297.865,10986.7643,0.0000,2814.5,2814.0,2815.0,135.87,shape=parakeet-tdt-0.6b/enc.qkv+parakeet-tdt-0.6b/enc.o+parakeet-tdt-0.6b/enc.conv.pw2;M=384;N=1024;K=1024;pad=384x1024;useful=100%;exec_gflops=10987;wave=64
prefill,wmma_reg64_bt_hka4_padab128,fp16,0,384,107959.720,29837.2900,0.0000,2813.7,2813.0,2814.0,136.21,shape=parakeet-tdt-0.6b/enc.ff.up;M=384;N=4096;K=1024;pad=384x4096;useful=100%;exec_gflops=29837;wave=64
prefill,wmma_reg64_bt_hkab2_padab128,fp16,0,384,112453.060,28645.0673,0.0000,2814.7,2814.0,2815.0,136.80,shape=parakeet-tdt-0.6b/enc.ff.up;M=384;N=4096;K=1024;pad=384x4096;useful=100%;exec_gflops=28645;wave=64
prefill,wmma_reg32_bt_hkab4_padab128,fp16,0,384,179290.650,17966.5000,0.0000,2813.2,2811.0,2814.0,136.78,shape=parakeet-tdt-0.6b/enc.ff.up;M=384;N=4096;K=1024;pad=384x4096;useful=100%;exec_gflops=17967;wave=64
prefill,wmma_reg32_bt_hkab4_w32_padab128,fp16,0,384,101783.385,31647.8517,0.0000,2813.9,2812.0,2815.0,137.08,shape=parakeet-tdt-0.6b/enc.ff.up;M=384;N=4096;K=1024;pad=384x4096;useful=100%;exec_gflops=31648;wave=32
prefill,wmma_wg128x256_pada128,fp16,0,384,142316.600,22634.2217,0.0000,2815.4,2814.0,2816.0,137.23,shape=parakeet-tdt-0.6b/enc.ff.up;M=384;N=4096;K=1024;pad=384x4096;useful=100%;exec_gflops=22634;wave=64
prefill,wmma_reg64_bt_hka4_padab128,fp16,0,384,148268.910,21725.5625,0.0000,2813.0,2812.0,2814.0,136.12,shape=parakeet-tdt-0.6b/enc.ff.down;M=384;N=1024;K=4096;pad=384x1024;useful=100%;exec_gflops=21726;wave=64
prefill,wmma_reg64_bt_hkab2_padab128,fp16,0,384,143365.595,22468.6088,0.0000,2814.2,2813.0,2815.0,135.89,shape=parakeet-tdt-0.6b/enc.ff.down;M=384;N=1024;K=4096;pad=384x1024;useful=100%;exec_gflops=22469;wave=64
prefill,wmma_reg32_bt_hkab4_padab128,fp16,0,384,210763.050,15283.6347,0.0000,2815.2,2813.0,2817.0,136.33,shape=parakeet-tdt-0.6b/enc.ff.down;M=384;N=1024;K=4096;pad=384x1024;useful=100%;exec_gflops=15284;wave=64
prefill,wmma_reg32_bt_hkab4_w32_padab128,fp16,0,384,92962.830,34650.6821,0.0000,2812.9,2812.0,2813.0,136.55,shape=parakeet-tdt-0.6b/enc.ff.down;M=384;N=1024;K=4096;pad=384x1024;useful=100%;exec_gflops=34651;wave=32
prefill,wmma_wg128x256_pada128,fp16,0,384,278617.975,11561.4417,0.0000,2816.1,2814.0,2818.0,135.88,shape=parakeet-tdt-0.6b/enc.ff.down;M=384;N=1024;K=4096;pad=384x1024;useful=100%;exec_gflops=11561;wave=64
