tokens,down_kernel,up_kernel,dispatch,us_per_mixer,us_per_graph,gflops,gbps
256,down_m4,up_m8,norm,29.783,2.9,0.0,528.1
256,down_m4,up_m8,down,306.698,29.7,5743.8,30.6
256,down_m4,up_m8,up,96.204,9.3,17439.2,90.7
256,down_m4,up_m8,combine,42.650,4.1,0.0,553.2
256,down_m4,up_m8,block,475.335,46.1,,
256,down_m8,up_m1,norm,29.662,2.9,0.0,530.3
256,down_m8,up_m1,down,423.526,41.1,4159.4,22.2
256,down_m8,up_m1,up,116.769,11.3,14367.9,74.7
256,down_m8,up_m1,combine,34.490,3.3,0.0,684.1
256,down_m8,up_m1,block,604.447,58.6,,
256,down_m8,up_m2,norm,29.290,2.8,0.0,537.0
256,down_m8,up_m2,down,423.755,41.1,4157.1,22.2
