tokens,up_kernel,down_kernel,experts_touched,up_tiles,up_rows_exec,down_tiles,down_rows_exec,dispatch,us_per_layer,ms_per_graph,gflops,weight_gbps
2048,m1,w2m1,399,1802,28832,901,28832,shexp.up,1282.308,61.6,10466.9,2.7
2048,m1,w2m1,399,1802,28832,901,28832,shexp.down,376.363,18.1,17830.9,4.6
2048,m1,w2m1,399,1802,28832,901,28832,combine,1392.397,66.8,0.0,180.7
2048,m1,w2m1,399,1802,28832,901,28832,block,30943.621,1485.3,,
2048,m1,w4m1,399,2432,38912,608,38912,router,169.738,8.1,31691.2,77.3
2048,m1,w4m1,399,2432,38912,608,38912,route,49.085,2.4,0.0,0.0
2048,m1,w4m1,399,2432,38912,608,38912,perm.up,67.808,3.3,0.0,0.0
2048,m1,w4m1,399,2432,38912,608,38912,perm.down,64.995,3.1,0.0,0.0
2048,m1,w4m1,399,2432,38912,608,38912,up,27692.391,1329.2,9208.8,26.6
2048,m1,w4m1,399,2432,38912,608,38912,down,6581.857,315.9,19372.5,74.5
2048,m1,w4m1,399,2432,38912,608,38912,shexp.up,1273.339,61.1,10540.6,2.7
2048,m1,w4m1,399,2432,38912,608,38912,shexp.down,323.390,15.5,20751.7,5.4
