tokens,up_kernel,down_kernel,shexp_kernels,experts_touched,up_tiles,up_rows_exec,down_tiles,down_rows_exec,dispatch,us_per_layer,ms_per_graph,gflops,weight_gbps
1,w2m1,m2/k40,v64w4/v32w4,10,10,320,10,320,block,371.766,17.8,,
1,w2m1,m4/k40,v64w4/v32w4,10,20,640,10,640,router,4.372,0.2,600.8,601.9
1,w2m1,m4/k40,v64w4/v32w4,10,20,640,10,640,router.sum,0.813,0.0,0.0,0.0
1,w2m1,m4/k40,v64w4/v32w4,10,20,640,10,640,route,5.800,0.3,0.0,0.0
1,w2m1,m4/k40,v64w4/v32w4,10,20,640,10,640,perm.up,3.060,0.1,0.0,0.0
1,w2m1,m4/k40,v64w4/v32w4,10,20,640,10,640,perm.down,2.992,0.1,0.0,0.0
1,w2m1,m4/k40,v64w4/v32w4,10,20,640,10,640,up,506.304,24.3,8284.2,36.4
1,w2m1,m4/k40,v64w4/v32w4,10,20,640,10,640,down,100.424,4.8,20883.0,122.4
1,w2m1,m4/k40,v64w4/v32w4,10,20,640,10,640,shexp.up,32.029,1.5,204.6,108.7
1,w2m1,m4/k40,v64w4/v32w4,10,20,640,10,640,shexp.down,16.696,0.8,196.3,104.3
1,w2m1,m4/k40,v64w4/v32w4,10,20,640,10,640,combine,2.761,0.1,0.0,44.5
1,w2m1,m4/k40,v64w4/v32w4,10,20,640,10,640,block,675.251,32.4,,
1,w2m1,w2m1/k40,v64w4/v32w4,10,10,320,10,320,router,4.249,0.2,618.2,619.4
1,w2m1,w2m1/k40,v64w4/v32w4,10,10,320,10,320,router.sum,0.818,0.0,0.0,0.0
1,w2m1,w2m1/k40,v64w4/v32w4,10,10,320,10,320,route,5.806,0.3,0.0,0.0
1,w2m1,w2m1/k40,v64w4/v32w4,10,10,320,10,320,perm.up,2.951,0.1,0.0,0.0
1,w2m1,w2m1/k40,v64w4/v32w4,10,10,320,10,320,up,245.176,11.8,8553.7,75.2
1,w2m1,w2m1/k40,v64w4/v32w4,10,10,320,10,320,down,93.875,4.5,11169.9,130.9
1,w2m1,w2m1/k40,v64w4/v32w4,10,10,320,10,320,shexp.up,13.906,0.7,471.3,250.4
1,w2m1,w2m1/k40,v64w4/v32w4,10,10,320,10,320,shexp.down,10.038,0.5,326.4,173.4
1,w2m1,w2m1/k40,v64w4/v32w4,10,10,320,10,320,combine,2.714,0.1,0.0,45.3
1,w2m1,w2m1/k40,v64w4/v32w4,10,10,320,10,320,block,379.533,18.2,,
